Folder	File	Sheet	Row	Column	Value	Annotation	header1
JRCTEMPLATES	PCHEM_SIZE.xlsx	size TEM	1	33	identification number of the view fields	method and instrument information	image analysis and results
JRCTEMPLATES	PCHEM_SIZE.xlsx	size TEM	1	34	pixel size [nm]	method and instrument information	image analysis and results
JRCTEMPLATES	PCHEM_SIZE.xlsx	size TEM	1	35	micrograph size  [µm]	method and instrument information	image analysis and results
JRCTEMPLATES	PCHEM_SIZE.xlsx	size TEM	1	36	total area sampled per sample [µm²]	method and instrument information	image analysis and results
JRCTEMPLATES	PCHEM_SIZE.xlsx	size TEM	1	37	counting procedure	header1	
JRCTEMPLATES	PCHEM_SIZE.xlsx	size TEM	2	37	treatment of particles cut by the measurement frame  (iso 13322-1:2004)	method and instrument information	counting procedure
JRCTEMPLATES	PCHEM_SIZE.xlsx	size TEM	2	38	exclude border particles [y/n]	method and instrument information	counting procedure
JRCTEMPLATES	PCHEM_SIZE.xlsx	size TEM	2	39	include 50%	method and instrument information	counting procedure
JRCTEMPLATES	PCHEM_SIZE.xlsx	size TEM	2	40	others	method and instrument information	counting procedure
JRCTEMPLATES	PCHEM_SIZE.xlsx	size TEM	1	41	estimation of the measurement uncertainty	method and instrument information	
JRCTEMPLATES	PCHEM_SIZE.xlsx	size TEM	1	42	size  ± measurement uncertainty (nm)	header1	
JRCTEMPLATES	PCHEM_SIZE.xlsx	size TEM	2	42	ecd	results	size  ± measurement uncertainty (nm)
JRCTEMPLATES	PCHEM_SIZE.xlsx	size TEM	3	42	median	results	
JRCTEMPLATES	PCHEM_SIZE.xlsx	size TEM	3	44	mean	results	
JRCTEMPLATES	PCHEM_SIZE.xlsx	size TEM	3	46	mode	results	
JRCTEMPLATES	PCHEM_SIZE.xlsx	size TEM	2	48	feret min	results	size  ± measurement uncertainty (nm)
JRCTEMPLATES	PCHEM_SIZE.xlsx	size TEM	3	48	median	results	
JRCTEMPLATES	PCHEM_SIZE.xlsx	size TEM	3	50	mean	results	
JRCTEMPLATES	PCHEM_SIZE.xlsx	size TEM	3	52	mode	results	
JRCTEMPLATES	PCHEM_SIZE.xlsx	size TEM	1	54	shape   ± measurement uncertainty	header1	
JRCTEMPLATES	PCHEM_SIZE.xlsx	size TEM	2	54	aspect ratio	results	shape   ± measurement uncertainty
JRCTEMPLATES	PCHEM_SIZE.xlsx	size TEM	3	54	median	results	
JRCTEMPLATES	PCHEM_SIZE.xlsx	size TEM	3	56	mean	results	
JRCTEMPLATES	PCHEM_SIZE.xlsx	size TEM	3	58	mode	results	
JRCTEMPLATES	PCHEM_SIZE.xlsx	size TEM	2	60	circularity	results	shape   ± measurement uncertainty
JRCTEMPLATES	PCHEM_SIZE.xlsx	size TEM	3	60	median	results	
JRCTEMPLATES	PCHEM_SIZE.xlsx	size TEM	3	62	mean	results	
JRCTEMPLATES	PCHEM_SIZE.xlsx	size TEM	3	64	mode	results	
JRCTEMPLATES	PCHEM_SIZE.xlsx	size TEM	1	66	surface topology   ± measurement uncertainty	header1	
JRCTEMPLATES	PCHEM_SIZE.xlsx	size TEM	2	66	roundness	results	surface topology   ± measurement uncertainty
JRCTEMPLATES	PCHEM_SIZE.xlsx	size TEM	3	66	median	results	
JRCTEMPLATES	PCHEM_SIZE.xlsx	size TEM	3	68	mean	results	
JRCTEMPLATES	PCHEM_SIZE.xlsx	size TEM	3	70	mode	results	
JRCTEMPLATES	PCHEM_SIZE.xlsx	size TEM	2	72	solidity	results	surface topology   ± measurement uncertainty
JRCTEMPLATES	PCHEM_SIZE.xlsx	size TEM	3	72	median	results	
JRCTEMPLATES	PCHEM_SIZE.xlsx	size TEM	3	74	mean	results	
JRCTEMPLATES	PCHEM_SIZE.xlsx	size TEM	3	76	mode	results	
JRCTEMPLATES	PCHEM_SIZE.xlsx	size TEM	1	78	image software package	method and instrument information	
JRCTEMPLATES	PCHEM_SIZE.xlsx	size TEM	1	79	"adjustment of contrast, brightness, greyscale threshold"	method and instrument information	
JRCTEMPLATES	PCHEM_SIZE.xlsx	size TEM	1	80	"usage of image filters (smoothing, nxn, mean, median)"	method and instrument information	
JRCTEMPLATES	PCHEM_SIZE.xlsx	size TEM	1	81	"touching particles (manually/automatically discard all touching particles, manual or automatic particle separation filters, morphology treshold based separation)"	method and instrument information	
JRCTEMPLATES	PCHEM_SIZE.xlsx	size TEM	0	82	sop	header0	
JRCTEMPLATES	PCHEM_SIZE.xlsx	size TEM	1	82	references to sops	sop	
JRCTEMPLATES	PCHEM_SIZE.xlsx	size WAXS	0	0	sample information	header0	
JRCTEMPLATES	PCHEM_SIZE.xlsx	size WAXS	1	0	replicate number	sample information	
JRCTEMPLATES	PCHEM_SIZE.xlsx	size WAXS	1	1	"nm id code (e.g. nm-300, jrcnm01001a, …)"	sample information	
JRCTEMPLATES	PCHEM_SIZE.xlsx	size WAXS	1	2	nm chemistry (core)	sample information	
JRCTEMPLATES	PCHEM_SIZE.xlsx	size WAXS	1	3	cas number	sample information	
JRCTEMPLATES	PCHEM_SIZE.xlsx	size WAXS	1	4	vial number	sample information	
JRCTEMPLATES	PCHEM_SIZE.xlsx	size WAXS	1	5	nm supplier	sample information	
JRCTEMPLATES	PCHEM_SIZE.xlsx	size WAXS	1	6	"material state  (liquid or fluid, fluid dispersion, powder)"	sample information	
JRCTEMPLATES	PCHEM_SIZE.xlsx	size WAXS	1	7	use of dispersant: yes/no  (e.g. for ag nps nm-300k or nm-302)	sample information	
JRCTEMPLATES	PCHEM_SIZE.xlsx	size WAXS	1	8	dispersant reference (indicate here the reference number of the vial used)	sample information	
JRCTEMPLATES	PCHEM_SIZE.xlsx	size WAXS	1	9	sample name (internal reference)	sample information	
JRCTEMPLATES	PCHEM_SIZE.xlsx	size WAXS	1	10	reporting organisation	sample information	
JRCTEMPLATES	PCHEM_SIZE.xlsx	size WAXS	1	11	operator	sample information	
JRCTEMPLATES	PCHEM_SIZE.xlsx	size WAXS	1	12	date of preparation	sample information	
JRCTEMPLATES	PCHEM_SIZE.xlsx	size WAXS	1	13	date of analysis	sample information	
JRCTEMPLATES	PCHEM_SIZE.xlsx	size WAXS	1	14	"module (e.g. phys-chem, in vitro tox, in vivo tox, eco tox, …)"	endpoint_assay	
JRCTEMPLATES	PCHEM_SIZE.xlsx	size WAXS	1	15	"endpoint (oecd list, and others)"	endpoint_assay	
JRCTEMPLATES	PCHEM_SIZE.xlsx	size WAXS	1	16	"assay name (conventional name of the assay, e.g. comet, …)"	endpoint_assay	
JRCTEMPLATES	PCHEM_SIZE.xlsx	size WAXS	0	17	method and instrument information	header0	
JRCTEMPLATES	PCHEM_SIZE.xlsx	size WAXS	1	17	capillary diameter	method and instrument information	
JRCTEMPLATES	PCHEM_SIZE.xlsx	size WAXS	1	18	source	method and instrument information	
JRCTEMPLATES	PCHEM_SIZE.xlsx	size WAXS	1	19	geometry	method and instrument information	
JRCTEMPLATES	PCHEM_SIZE.xlsx	size WAXS	1	20	detector	method and instrument information	
JRCTEMPLATES	PCHEM_SIZE.xlsx	size WAXS	1	21	monochromator	method and instrument information	
JRCTEMPLATES	PCHEM_SIZE.xlsx	size WAXS	1	22	wavelength (nm)	method and instrument information	
JRCTEMPLATES	PCHEM_SIZE.xlsx	size WAXS	1	23	2θ range	method and instrument information	
JRCTEMPLATES	PCHEM_SIZE.xlsx	size WAXS	1	24	2θ step	method and instrument information	
JRCTEMPLATES	PCHEM_SIZE.xlsx	size WAXS	1	25	2θ scan speed	method and instrument information	
JRCTEMPLATES	PCHEM_SIZE.xlsx	size WAXS	1	26	scanning mode	method and instrument information	
JRCTEMPLATES	PCHEM_SIZE.xlsx	size WAXS	0	27	results	header0	
JRCTEMPLATES	PCHEM_SIZE.xlsx	size WAXS	1	27	mean particle size  (nm)	results	
JRCTEMPLATES	PCHEM_SIZE.xlsx	size WAXS	1	28	sd	results	
JRCTEMPLATES	PCHEM_SIZE.xlsx	size WAXS	0	29	results	header0	
JRCTEMPLATES	PCHEM_SIZE.xlsx	size WAXS	1	29	mean crystallite size (nm)	results	
JRCTEMPLATES	PCHEM_SIZE.xlsx	size WAXS	1	30	sd	results	
JRCTEMPLATES	PCHEM_SIZE.xlsx	size WAXS	0	31	sop	header0	
JRCTEMPLATES	PCHEM_SIZE.xlsx	size WAXS	1	31	references to sops	sop	
JRCTEMPLATES	PCHEM_SIZE.xlsx	size&PSD_sp-ICP-MS	0	0	sample information	header0	
JRCTEMPLATES	PCHEM_SIZE.xlsx	size&PSD_sp-ICP-MS	1	0	replicate number	sample information	
JRCTEMPLATES	PCHEM_SIZE.xlsx	size&PSD_sp-ICP-MS	1	1	"nm id code (e.g. nm-300, jrcnm01001a, …)"	sample information	
JRCTEMPLATES	PCHEM_SIZE.xlsx	size&PSD_sp-ICP-MS	1	2	nm chemistry (core)	sample information	
JRCTEMPLATES	PCHEM_SIZE.xlsx	size&PSD_sp-ICP-MS	1	3	cas number	sample information	
JRCTEMPLATES	PCHEM_SIZE.xlsx	size&PSD_sp-ICP-MS	1	4	vial number	sample information	
JRCTEMPLATES	PCHEM_SIZE.xlsx	size&PSD_sp-ICP-MS	1	5	nm supplier	sample information	
JRCTEMPLATES	PCHEM_SIZE.xlsx	size&PSD_sp-ICP-MS	1	6	"material state  (liquid or fluid, fluid dispersion, powder)"	sample information	
JRCTEMPLATES	PCHEM_SIZE.xlsx	size&PSD_sp-ICP-MS	1	7	use of dispersant: yes/no  (e.g. for ag nps nm-300k or nm-302)	sample information	
JRCTEMPLATES	PCHEM_SIZE.xlsx	size&PSD_sp-ICP-MS	1	8	dispersant reference (indicate here the reference number of the vial used)	sample information	
JRCTEMPLATES	PCHEM_SIZE.xlsx	size&PSD_sp-ICP-MS	1	9	sample name (internal reference)	sample information	
JRCTEMPLATES	PCHEM_SIZE.xlsx	size&PSD_sp-ICP-MS	1	10	reporting organisation	sample information	
JRCTEMPLATES	PCHEM_SIZE.xlsx	size&PSD_sp-ICP-MS	1	11	operator	sample information	
JRCTEMPLATES	PCHEM_SIZE.xlsx	size&PSD_sp-ICP-MS	1	12	date of preparation	sample information	
JRCTEMPLATES	PCHEM_SIZE.xlsx	size&PSD_sp-ICP-MS	1	13	date of analysis	sample information	
JRCTEMPLATES	PCHEM_SIZE.xlsx	size&PSD_sp-ICP-MS	1	14	"module (e.g. phys-chem, in vitro tox, in vivo tox, eco tox, …)"	endpoint_assay	
JRCTEMPLATES	PCHEM_SIZE.xlsx	size&PSD_sp-ICP-MS	1	15	"endpoint (oecd list, and others)"	endpoint_assay	
JRCTEMPLATES	PCHEM_SIZE.xlsx	size&PSD_sp-ICP-MS	1	16	"assay name (conventional name of the assay, e.g. comet, …)"	endpoint_assay	
JRCTEMPLATES	PCHEM_SIZE.xlsx	size&PSD_sp-ICP-MS	0	17	method and instrument information	header0	
JRCTEMPLATES	PCHEM_SIZE.xlsx	size&PSD_sp-ICP-MS	1	17	size distribution  (as measured with other tecniques)	header1	
JRCTEMPLATES	PCHEM_SIZE.xlsx	size&PSD_sp-ICP-MS	2	17	"size distribution (ex: monomodal, bimodal or multimodal)"	size distribution	
JRCTEMPLATES	PCHEM_SIZE.xlsx	size&PSD_sp-ICP-MS	2	18	"size distribution analyse method (ex: dls, cls, etc…)"	size distribution	
JRCTEMPLATES	PCHEM_SIZE.xlsx	size&PSD_sp-ICP-MS	2	19	"dispersion medium  (ex: water + 0.05% bsa stock solution, culture medium, etc…)"	size distribution	
JRCTEMPLATES	PCHEM_SIZE.xlsx	size&PSD_sp-ICP-MS	2	20	mass concentration  (mg/ml)	size distribution	
JRCTEMPLATES	PCHEM_SIZE.xlsx	size&PSD_sp-ICP-MS	2	21	mean hydrodynamic diameter  (nm)	size distribution	
JRCTEMPLATES	PCHEM_SIZE.xlsx	size&PSD_sp-ICP-MS	2	22	in weight (w) or numer (n)*	size distribution	
JRCTEMPLATES	PCHEM_SIZE.xlsx	size&PSD_sp-ICP-MS	2	23	pdi	size distribution	
JRCTEMPLATES	PCHEM_SIZE.xlsx	size&PSD_sp-ICP-MS	1	24	instrument settings	method and instrument information	header1
JRCTEMPLATES	PCHEM_SIZE.xlsx	size&PSD_sp-ICP-MS	2	24	instrument brand and model	method and instrument information	instrument settings
JRCTEMPLATES	PCHEM_SIZE.xlsx	size&PSD_sp-ICP-MS	2	25	tunning date/aquisition date	method and instrument information	instrument settings
JRCTEMPLATES	PCHEM_SIZE.xlsx	size&PSD_sp-ICP-MS	2	26	sample introduction system description	method and instrument information	instrument settings
JRCTEMPLATES	PCHEM_SIZE.xlsx	size&PSD_sp-ICP-MS	2	27	sample inlet flow  (ml/min)	method and instrument information	instrument settings
JRCTEMPLATES	PCHEM_SIZE.xlsx	size&PSD_sp-ICP-MS	2	28	nebulization efficiency  (%)	method and instrument information	instrument settings
JRCTEMPLATES	PCHEM_SIZE.xlsx	size&PSD_sp-ICP-MS	2	29	isotope dwell time   (ms)	method and instrument information	instrument settings
JRCTEMPLATES	PCHEM_SIZE.xlsx	size&PSD_sp-ICP-MS	2	30	total acquisistion time  (min)	method and instrument information	instrument settings
JRCTEMPLATES	PCHEM_SIZE.xlsx	size&PSD_sp-ICP-MS	1	31	response factor calibration solution	method and instrument information	header1
JRCTEMPLATES	PCHEM_SIZE.xlsx	size&PSD_sp-ICP-MS	2	31	response at element amu (cps/ppb)	method and instrument information	response factor calibration solution
JRCTEMPLATES	PCHEM_SIZE.xlsx	size&PSD_sp-ICP-MS	1	32	response factor calibration solution	method and instrument information	response factor calibration solution
JRCTEMPLATES	PCHEM_SIZE.xlsx	size&PSD_sp-ICP-MS	2	32	ionic standard concentration (ppb)	method and instrument information	response factor calibration solution
JRCTEMPLATES	PCHEM_SIZE.xlsx	size&PSD_sp-ICP-MS	2	33	size calibration	method and instrument information	response factor calibration solution
JRCTEMPLATES	PCHEM_SIZE.xlsx	size&PSD_sp-ICP-MS	1	34	reference material (if used)	method and instrument information	header1
JRCTEMPLATES	PCHEM_SIZE.xlsx	size&PSD_sp-ICP-MS	2	34	manufacturer / product number	method and instrument information	reference material (if used)
JRCTEMPLATES	PCHEM_SIZE.xlsx	size&PSD_sp-ICP-MS	2	35	reference element mass (amu)	method and instrument information	reference material (if used)
JRCTEMPLATES	PCHEM_SIZE.xlsx	size&PSD_sp-ICP-MS	2	36	mean reference particle diameter (nm)	method and instrument information	reference material (if used)
JRCTEMPLATES	PCHEM_SIZE.xlsx	size&PSD_sp-ICP-MS	2	37	reference material density (g/cm3)	method and instrument information	reference material (if used)
JRCTEMPLATES	PCHEM_SIZE.xlsx	size&PSD_sp-ICP-MS	2	38	concentration of reference material  (ng/l)	method and instrument information	reference material (if used)
JRCTEMPLATES	PCHEM_SIZE.xlsx	size&PSD_sp-ICP-MS	1	39	unknown sample	method and instrument information	header1
JRCTEMPLATES	PCHEM_SIZE.xlsx	size&PSD_sp-ICP-MS	2	39	target element mass   (amu)	method and instrument information	unknown sample
JRCTEMPLATES	PCHEM_SIZE.xlsx	size&PSD_sp-ICP-MS	2	40	analyte mass fraction	method and instrument information	unknown sample
JRCTEMPLATES	PCHEM_SIZE.xlsx	size&PSD_sp-ICP-MS	2	41	particle density  (g/cm3)	method and instrument information	unknown sample
JRCTEMPLATES	PCHEM_SIZE.xlsx	size&PSD_sp-ICP-MS	0	42	results	header0	
JRCTEMPLATES	PCHEM_SIZE.xlsx	size&PSD_sp-ICP-MS	1	42	nebulization efficiency [%]	results	
JRCTEMPLATES	PCHEM_SIZE.xlsx	size&PSD_sp-ICP-MS	1	43	number of detected particles	results	
JRCTEMPLATES	PCHEM_SIZE.xlsx	size&PSD_sp-ICP-MS	1	44	concentration [particles/l]	results	
JRCTEMPLATES	PCHEM_SIZE.xlsx	size&PSD_sp-ICP-MS	1	45	concentration [ng/l]	results	
JRCTEMPLATES	PCHEM_SIZE.xlsx	size&PSD_sp-ICP-MS	1	46	ionic concentration [ug/l]	results	
JRCTEMPLATES	PCHEM_SIZE.xlsx	size&PSD_sp-ICP-MS	1	47	particle size distribution - mean/mode  [nm]/ [nm]	results	
JRCTEMPLATES	PCHEM_SIZE.xlsx	size&PSD_sp-ICP-MS	1	48	uncertainty [nm]	results	
JRCTEMPLATES	PCHEM_SIZE.xlsx	size&PSD_sp-ICP-MS	1	49	background equivalent diameter (bed)	results	
JRCTEMPLATES	PCHEM_SIZE.xlsx	size&PSD_sp-ICP-MS	0	50	sop	header0	
JRCTEMPLATES	PCHEM_SIZE.xlsx	size&PSD_sp-ICP-MS	1	50	references to sops	sop	
JRCTEMPLATES	PCHEM_SIZE.xlsx	size_DLS	0	0	sample information	header0	
JRCTEMPLATES	PCHEM_SIZE.xlsx	size_DLS	1	0	replicate number	sample information	
JRCTEMPLATES	PCHEM_SIZE.xlsx	size_DLS	1	1	"nm id code (e.g. nm-300, jrcnm01001a, …)"	sample information	
JRCTEMPLATES	PCHEM_SIZE.xlsx	size_DLS	1	2	nm chemistry (core)	sample information	
JRCTEMPLATES	PCHEM_SIZE.xlsx	size_DLS	1	3	cas number	sample information	
JRCTEMPLATES	PCHEM_SIZE.xlsx	size_DLS	1	4	vial number	sample information	
JRCTEMPLATES	PCHEM_SIZE.xlsx	size_DLS	1	5	nm supplier	sample information	
JRCTEMPLATES	PCHEM_SIZE.xlsx	size_DLS	1	6	"material state  (liquid or fluid, fluid dispersion, powder)"	sample information	
JRCTEMPLATES	PCHEM_SIZE.xlsx	size_DLS	1	7	use of dispersant: yes/no  (e.g. for ag nps nm-300k or nm-302)	sample information	
JRCTEMPLATES	PCHEM_SIZE.xlsx	size_DLS	1	8	dispersant reference (indicate here the reference number of the vial used)	sample information	
JRCTEMPLATES	PCHEM_SIZE.xlsx	size_DLS	1	9	sample name (internal reference)	sample information	
JRCTEMPLATES	PCHEM_SIZE.xlsx	size_DLS	1	10	reporting organisation	sample information	
JRCTEMPLATES	PCHEM_SIZE.xlsx	size_DLS	1	11	operator	sample information	
JRCTEMPLATES	PCHEM_SIZE.xlsx	size_DLS	1	12	date of preparation	sample information	
JRCTEMPLATES	PCHEM_SIZE.xlsx	size_DLS	1	13	date of analysis	sample information	
JRCTEMPLATES	PCHEM_SIZE.xlsx	size_DLS	1	14	"module (e.g. phys-chem, in vitro tox, in vivo tox, eco tox, …)"	endpoint_assay	
JRCTEMPLATES	PCHEM_SIZE.xlsx	size_DLS	1	15	"endpoint (oecd list, and others)"	endpoint_assay	
JRCTEMPLATES	PCHEM_SIZE.xlsx	size_DLS	1	16	"assay name (conventional name of the assay, e.g. comet, …)"	endpoint_assay	
JRCTEMPLATES	PCHEM_SIZE.xlsx	size_DLS	0	17	method and instrument information	header0	
JRCTEMPLATES	PCHEM_SIZE.xlsx	size_DLS	1	17	cell model	method and instrument information	cell
JRCTEMPLATES	PCHEM_SIZE.xlsx	size_DLS	1	18	resting time at room temperature	method and instrument information	
JRCTEMPLATES	PCHEM_SIZE.xlsx	size_DLS	1	19	temperature	method and instrument information	
JRCTEMPLATES	PCHEM_SIZE.xlsx	size_DLS	1	20	thermal equilibrium time	method and instrument information	
JRCTEMPLATES	PCHEM_SIZE.xlsx	size_DLS	1	21	instrument model	method and instrument information	
JRCTEMPLATES	PCHEM_SIZE.xlsx	size_DLS	1	22	number of runs	method and instrument information	
JRCTEMPLATES	PCHEM_SIZE.xlsx	size_DLS	1	23	number of sub-runs	method and instrument information	
JRCTEMPLATES	PCHEM_SIZE.xlsx	size_DLS	1	24	delay between runs	method and instrument information	
JRCTEMPLATES	PCHEM_SIZE.xlsx	size_DLS	1	25	laser focus position	method and instrument information	
JRCTEMPLATES	PCHEM_SIZE.xlsx	size_DLS	1	26	laser attenuation	method and instrument information	
JRCTEMPLATES	PCHEM_SIZE.xlsx	size_DLS	1	27	scattering angle	method and instrument information	
JRCTEMPLATES	PCHEM_SIZE.xlsx	size_DLS	1	28	refractive index of the sample	method and instrument information	
JRCTEMPLATES	PCHEM_SIZE.xlsx	size_DLS	1	29	absorption index of the sample	method and instrument information	
JRCTEMPLATES	PCHEM_SIZE.xlsx	size_DLS	1	30	refractive index of the medium	method and instrument information	
JRCTEMPLATES	PCHEM_SIZE.xlsx	size_DLS	1	31	absorption index of the medium	method and instrument information	
JRCTEMPLATES	PCHEM_SIZE.xlsx	size_DLS	1	32	viscosity of the suspension	method and instrument information	
JRCTEMPLATES	PCHEM_SIZE.xlsx	size_DLS	1	33	data analysis model	method and instrument information	
JRCTEMPLATES	PCHEM_SIZE.xlsx	size_DLS	0	34	results	header0	
JRCTEMPLATES	PCHEM_SIZE.xlsx	size_DLS	1	34	hydrodynamic diameter (nm)	results	
JRCTEMPLATES	PCHEM_SIZE.xlsx	size_DLS	1	35	sd	results	
JRCTEMPLATES	PCHEM_SIZE.xlsx	size_DLS	0	36	sop	header0	
JRCTEMPLATES	PCHEM_SIZE.xlsx	size_DLS	1	36	references to sops	sop	
JRCTEMPLATES	PCHEM_SIZE.xlsx	size_XRD	0	0	sample information	header0	
JRCTEMPLATES	PCHEM_SIZE.xlsx	size_XRD	1	0	replicate number	sample information	
JRCTEMPLATES	PCHEM_SIZE.xlsx	size_XRD	1	1	"nm id code (e.g. nm-300, jrcnm01001a, …)"	sample information	
JRCTEMPLATES	PCHEM_SIZE.xlsx	size_XRD	1	2	nm chemistry (core)	sample information	
JRCTEMPLATES	PCHEM_SIZE.xlsx	size_XRD	1	3	cas number	sample information	
JRCTEMPLATES	PCHEM_SIZE.xlsx	size_XRD	1	4	vial number	sample information	
JRCTEMPLATES	PCHEM_SIZE.xlsx	size_XRD	1	5	nm supplier	sample information	
JRCTEMPLATES	PCHEM_SIZE.xlsx	size_XRD	1	6	"material state  (liquid or fluid, fluid dispersion, powder)"	sample information	
JRCTEMPLATES	PCHEM_SIZE.xlsx	size_XRD	1	7	use of dispersant: yes/no  (e.g. for ag nps nm-300k or nm-302)	sample information	
JRCTEMPLATES	PCHEM_SIZE.xlsx	size_XRD	1	8	dispersant reference (indicate here the reference number of the vial used)	sample information	
JRCTEMPLATES	PCHEM_SIZE.xlsx	size_XRD	1	9	sample name (internal reference)	sample information	
JRCTEMPLATES	PCHEM_SIZE.xlsx	size_XRD	1	10	reporting organisation	sample information	
JRCTEMPLATES	PCHEM_SIZE.xlsx	size_XRD	1	11	operator	sample information	
JRCTEMPLATES	PCHEM_SIZE.xlsx	size_XRD	1	12	date of preparation	sample information	
JRCTEMPLATES	PCHEM_SIZE.xlsx	size_XRD	1	13	date of analysis	sample information	
JRCTEMPLATES	PCHEM_SIZE.xlsx	size_XRD	1	14	"module (e.g. phys-chem, in vitro tox, in vivo tox, eco tox, …)"	endpoint_assay	
JRCTEMPLATES	PCHEM_SIZE.xlsx	size_XRD	1	15	"endpoint (oecd list, and others)"	endpoint_assay	
JRCTEMPLATES	PCHEM_SIZE.xlsx	size_XRD	1	16	"assay name (conventional name of the assay, e.g. comet, …)"	endpoint_assay	
JRCTEMPLATES	PCHEM_SIZE.xlsx	size_XRD	0	17	method and instrument information	header0	
JRCTEMPLATES	PCHEM_SIZE.xlsx	size_XRD	1	17	source	method and instrument information	
JRCTEMPLATES	PCHEM_SIZE.xlsx	size_XRD	1	18	geometry	method and instrument information	
JRCTEMPLATES	PCHEM_SIZE.xlsx	size_XRD	1	19	detector	method and instrument information	
JRCTEMPLATES	PCHEM_SIZE.xlsx	size_XRD	1	20	monochromator	method and instrument information	
JRCTEMPLATES	PCHEM_SIZE.xlsx	size_XRD	1	21	wavelength (å)	method and instrument information	
JRCTEMPLATES	PCHEM_SIZE.xlsx	size_XRD	1	22	2θ range	method and instrument information	
JRCTEMPLATES	PCHEM_SIZE.xlsx	size_XRD	1	23	2θ step	method and instrument information	
JRCTEMPLATES	PCHEM_SIZE.xlsx	size_XRD	1	24	2θ scan speed (deg/min)	method and instrument information	
JRCTEMPLATES	PCHEM_SIZE.xlsx	size_XRD	1	25	scanning mode	method and instrument information	
JRCTEMPLATES	PCHEM_SIZE.xlsx	size_XRD	1	26	capillary diameter	method and instrument information	
JRCTEMPLATES	PCHEM_SIZE.xlsx	size_XRD	0	27	results	header0	
JRCTEMPLATES	PCHEM_SIZE.xlsx	size_XRD	1	27	crystallite size  (nm)	results	
JRCTEMPLATES	PCHEM_SIZE.xlsx	size_XRD	1	28	associated error (sd)	results	
JRCTEMPLATES	PCHEM_SIZE.xlsx	size_XRD	0	29	sop	header0	
JRCTEMPLATES	PCHEM_SIZE.xlsx	size_XRD	1	29	references to sops	sop	
JRCTEMPLATES	PCHEM_SOLUBILITY.xlsx	colorimetry	0	0	sample information	header0	
JRCTEMPLATES	PCHEM_SOLUBILITY.xlsx	colorimetry	1	0	replicate number	sample information	
JRCTEMPLATES	PCHEM_SOLUBILITY.xlsx	colorimetry	1	1	"nm id code (e.g. nm-300, jrcnm01001a, …)"	sample information	
JRCTEMPLATES	PCHEM_SOLUBILITY.xlsx	colorimetry	1	2	nm chemistry (core)	sample information	
JRCTEMPLATES	PCHEM_SOLUBILITY.xlsx	colorimetry	1	3	cas number	sample information	
JRCTEMPLATES	PCHEM_SOLUBILITY.xlsx	colorimetry	1	4	vial number	sample information	
JRCTEMPLATES	PCHEM_SOLUBILITY.xlsx	colorimetry	1	5	nm supplier	sample information	
JRCTEMPLATES	PCHEM_SOLUBILITY.xlsx	colorimetry	1	6	"material state  (liquid or fluid, fluid dispersion, powder)"	sample information	
JRCTEMPLATES	PCHEM_SOLUBILITY.xlsx	colorimetry	1	7	use of dispersant: yes/no  (e.g. for ag nps nm-300k or nm-302)	sample information	
JRCTEMPLATES	PCHEM_SOLUBILITY.xlsx	colorimetry	1	8	dispersant reference (indicate here the reference number of the vial used)	sample information	
JRCTEMPLATES	PCHEM_SOLUBILITY.xlsx	colorimetry	1	9	sample name (internal reference)	sample information	
JRCTEMPLATES	PCHEM_SOLUBILITY.xlsx	colorimetry	1	10	reporting organisation	sample information	
JRCTEMPLATES	PCHEM_SOLUBILITY.xlsx	colorimetry	1	11	operator	sample information	
JRCTEMPLATES	PCHEM_SOLUBILITY.xlsx	colorimetry	1	12	date of preparation	sample information	
JRCTEMPLATES	PCHEM_SOLUBILITY.xlsx	colorimetry	1	13	date of analysis	sample information	
JRCTEMPLATES	PCHEM_SOLUBILITY.xlsx	colorimetry	1	14	"module (e.g. phys-chem, in vitro tox, in vivo tox, eco tox, …)"	endpoint_assay	
JRCTEMPLATES	PCHEM_SOLUBILITY.xlsx	colorimetry	1	15	"endpoint (oecd list, and others)"	endpoint_assay	
JRCTEMPLATES	PCHEM_SOLUBILITY.xlsx	colorimetry	1	16	"assay name (conventional name of the assay, e.g. comet, …)"	endpoint_assay	
JRCTEMPLATES	PCHEM_SOLUBILITY.xlsx	colorimetry	0	17	method and instrument information /  filtration/centrifugation phase	header0	
JRCTEMPLATES	PCHEM_SOLUBILITY.xlsx	colorimetry	1	17	number of measurement replicates	method and instrument information	
JRCTEMPLATES	PCHEM_SOLUBILITY.xlsx	colorimetry	1	18	dispersion concentraiton (mg/ml)	method and instrument information	
JRCTEMPLATES	PCHEM_SOLUBILITY.xlsx	colorimetry	1	19	if applicable: indicate stage of digestion step	method and instrument information	
JRCTEMPLATES	PCHEM_SOLUBILITY.xlsx	colorimetry	1	20	net absorption intensity (au) at 556 nm for zn2+ test	method and instrument information	
JRCTEMPLATES	PCHEM_SOLUBILITY.xlsx	colorimetry	1	21	net absorption intensity (au) at ? nm for ?cations/anions? test	method and instrument information	
JRCTEMPLATES	PCHEM_SOLUBILITY.xlsx	colorimetry	1	22	estimated  [?anion/cation?] (µg/ml)	method and instrument information	
JRCTEMPLATES	PCHEM_SOLUBILITY.xlsx	colorimetry	1	23	sem: nm particles present in the images ? yes/no	method and instrument information	
